Transcription	Gloss	Translation	Orthography	Notes	ID	RecordingQaulity	Date	Location	Speaker	Filename
əndeʁ ɒ	there is	he is over there	ընտեղ ա		NK_05_01_21_059	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_059_əndeʁ ɒ
ənne	there	there	ըննէ		NK_02_15_22_011	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_011_ənne
ənne	there	there	ըննէ		NK_02_15_22_012	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_012_ənne
ənne	there	that place	ըննէ		NK_05_01_21_060	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_060_ənne
ənneʁ	there	there	ըննեղ		NK_02_15_22_013	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_013_ənneʁ
əŋɡə-n-e-l	fall-VX-TH-INF	to fall	ընկնել		NK_05_01_21_061	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_061_əŋɡə-n-e-l
əŋɡə-n-e-l	fall-VX-TH-INF	to fall	ընկնել		NK_05_01_21_062	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_062_əŋɡə-n-e-l
əskəs-e-l	start-TH-INF	to start	սկսել	initial schwa might just be interjection	NK_05_01_21_063	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_063_əskəs-e-l
əzɡ-ɒ-l	feel-TH-INF	to feel	զգալ		NK_03_23_21_040	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_040_əzɡ-ɒ-l
fɒtʰimɒ	Fatima	Fatima	Ֆաթոմա		NK_03_23_21_041	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_041_fɒtʰimɒ
fɒtʰimɒ	Fatima	Fatima	Ֆաթոմա		NK_03_23_21_042	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_042_fɒtʰimɒ
ɡ-ɒ-l	come-TH-INF	to come	գալ		NK_03_23_21_043	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_043_ɡ-ɒ-l
ɡ-ɒ-l	come-TH-INF	to come	գալ		NK_03_23_21_044	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_044_ɡ-ɒ-l
ɡ-ɒ-l	come-TH-INF	to come	գալ		NK_04_13_21_020	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_020_ɡ-ɒ-l
ɡ-ɒ-l	come-TH-INF	to come	գալ		NK_05_01_21_064	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_064_ɡ-ɒ-l
ɡ-ɒ-l-is e-m	come-TH-INF-IMPF.CVB is-1SG	I am coming	գալիս եմ		NK_04_13_21_019	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_019_ɡ-ɒ-l-is e-m
ɡ-ɒ-m	exist-TH-1SG	I exist	կամ		NK_05_01_21_065	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_065_ɡ-ɒ-m
ɡ-ɒ-m	exist-TH-1SG	I exist	կամ		NK_05_01_21_066	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_066_ɡ-ɒ-m
ɡən-ɒ	go-TH	go.SG!	գնա		NK_02_15_22_014	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_014_ɡən-ɒ
ɡən-ɒ ənne	go-TH there	go to that place!	գնա ըննէ		NK_05_01_21_067	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_067_ɡən-ɒ ənne
ɡən-ɒ ənne	go-TH there	go there!	գնա ըննէ		NK_05_01_21_068	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_068_ɡən-ɒ ənne
ɡən-ɒ veɻev	go-TH up	go up	գնա վերեւ		NK_05_01_21_069	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_069_ɡən-ɒ veɻev
ɡəɻ-ɒ-m	write-PST-1SG	I wrote	գրամ		NK_03_23_21_045	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_045_ɡəɻ-ɒ-m
ɡəɻ-i	write-IMP.2SG	write.SG!	գրի		NK_03_23_21_046	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_046_ɡəɻ-i
ɡəɻ-um e-m	write-IMPF.CVB is-2SG	I am writing	գրում եմ		NK_03_23_21_047	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_047_ɡəɻ-um e-m
ɡiɻkʰ	book	book	գիրք		NK_03_23_21_048	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_048_ɡiɻkʰ
ɡiɻkʰ	book	book	գիրք		NK_03_23_21_049	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_049_ɡiɻkʰ
ɡiɻkʰ	book	book	գիրք		NK_03_23_21_050	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_050_ɡiɻkʰ
ɡiɻkʰ	book	book	գիրք		NK_05_01_21_070	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_070_ɡiɻkʰ
ɡiɻkʰ	book	book	գիրք		NK_05_01_21_071	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_071_ɡiɻkʰ
ɡiɻkʰ	book	book	գիրք		NK_05_01_21_072	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_072_ɡiɻkʰ
ɡiɻkʰ e-m təv-e senjɒk-i-n	book is-1SG give-PERF.CVB room-DAT-DEF	I gave a book to the room	գիրք եմ տուել սենեակին		NK_12_16_21_053	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_053_ɡiɻkʰ e-m təv-e senjɒk-i-n
ɡiɻkʰ-ə um-i-n e-s t-ɒ-l-i	book-DEF who-DAT-DEF is-2SG give-TH-INF-IMPF.CVB	who do you give the book to?	գիրքը ումի՞ն ես տալի		NK_02_15_22_015	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_015_ɡiɻkʰ-ə um-i-n e-s t-ɒ-l-i
ɡiɻkʰ-ə voɻ təv-ɒ-m	book-DEF that give-TH-1SG	the book that I gave	գիրքը որ տուամ		NK_04_13_21_021	Zoom	April 13 2021	NK_04_13_21	NK	NK_04_13_21_021_ɡiɻkʰ-ə voɻ təv-ɒ-m
ɡit-e-m	know-TH-1SG	I know	գիտեմ		NK_05_01_21_073	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_073_ɡit-e-m
kjɒŋkʰ	life	life	կեանք		NK_12_16_21_054	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_054_kjɒŋkʰ
ɡoɻ-t͡sʰ(ə?)n-e-l	lose-CAUS-TH-INF	to lose	կորցնել	unexpected voicing	NK_05_01_21_074	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_074_ɡoɻ-t͡sʰ(ə?)n-e-l
ɡoʁ-ɒ-n-ɒ-l	steal-LV-INCH-TH-INF	to steal	գողանալl		NK_03_23_21_051	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_051_ɡoʁ-ɒ-n-ɒ-l
ɡoʁ-ɒ-t͡sʰ-ɒ-v	steal-LV-AOR-PST-3SG	he stole	գողացաւ	halted	NK_03_23_21_052	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_052_ɡoʁ-ɒ-t͡sʰ-ɒ-v
ɡoʁ-ɒ-t͡sʰ-ɒt͡sʰ ɡiɻkʰ-ə	steal-LV-AOR-RPTCP book-DEF	the stolen book	գողացած գիրքը		NK_03_23_21_053	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_053_ɡoʁ-ɒ-t͡sʰ-ɒt͡sʰ ɡiɻkʰ-ə
ɡoʁ-ɒ-t͡sʰ-i-n	steal-LV-AOR-PST-3PL	they stole it	գողաին		NK_03_23_21_054	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_054_ɡoʁ-ɒ-t͡sʰ-i-n
ɡɻ-e-l	write-TH-INF	to write	գրել	schwa elision in Cr	NK_03_23_21_055	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_055_ɡɻ-e-l
ɡumɒɻ	amount	amount	գումար		NK_12_16_21_066	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_066_ɡumɒɻ
ɡumɒɻ	amount	amount	գումար		NK_12_16_21_067	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_067_ɡumɒɻ
ɡumɒɻ-ə	amount-DEF	the amount	գումարը		NK_12_16_21_055	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_055_ɡumɒɻ-ə
ɡumɒɻ-ən ɒ	amount-DEF is	is the amount	գումարն ա		NK_12_16_21_056	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_056_ɡumɒɻ-ən ɒ
ɡumɒɻ-ən ɒ	amount-DEF is	is the amount	գումարն ա		NK_12_16_21_057	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_057_ɡumɒɻ-ən ɒ
ɡumɒɻ-ən ɒ	amount-DEF is	is the amount	գումարն ա		NK_12_16_21_058	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_058_ɡumɒɻ-ən ɒ
ɡumɒɻ-ən el	amount-DEF also	also the amount	գումարն էլ		NK_12_16_21_059	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_059_ɡumɒɻ-ən el
ɡumɒɻ-əs	amount-POSS.1SG	my amount	գումարս		NK_12_16_21_063	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_063_ɡumɒɻ-əs
ɡumɒɻ-əs	amount-POSS.1SG	my amount	գումարս		NK_12_16_21_064	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_064_ɡumɒɻ-əs
ɡumɒɻ-əs	amount-POSS.1SG	my amount	գումարս		NK_12_16_21_065	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_065_ɡumɒɻ-əs
ɡumɒɻ-əs ɒ	amount-POSS.1SG is	is my amount	գումարս ա		NK_12_16_21_060	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_060_ɡumɒɻ-əs ɒ
ɡumɒɻ-əs ɒ	amount-POSS.1SG is	is my amount	գումարս ա		NK_12_16_21_061	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_061_ɡumɒɻ-əs ɒ
ɡumɒɻ-əs el	amount-POSS.1SG also	also my amount	գումարս էլ		NK_12_16_21_062	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_062_ɡumɒɻ-əs el
hɒd͡ʒoʁ	successful	successful	յաջող		NK_10_26_21_043	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_043_hɒd͡ʒoʁ
hɒd͡ʒoʁ	successful	successful	յաջող		NK_10_26_21_044	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_044_hɒd͡ʒoʁ
hɒd͡ʒoʁut͡ʃʰun	success	success	յաջողութիւն		NK_10_26_21_045	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_045_hɒd͡ʒoʁut͡ʃʰun
hɒj	Armenian	Armenian person	հայ		NK_12_16_21_068	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_068_hɒj
hɒj	Armenian	Armenian person	հայ		NK_12_16_21_069	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_069_hɒj
hɒmɒd͡zɒjn	agreeing	agreeing	համաձայն		NK_10_26_21_046	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_046_hɒmɒd͡zɒjn
hɒmɒd͡zɒjn	agreeing	agreeing	համաձայն		NK_10_26_21_047	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_047_hɒmɒd͡zɒjn
hɒŋɡəst-ɒ-t͡sʰ-i	relax-LV-AOR-IMP.2SG	relax! (SG)	հանգստացի	Question intonation because of English sentence	NK_05_01_21_075	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_075_hɒŋɡəst-ɒ-t͡sʰ-i
hɒŋɡəst-ɒ-t͡sʰ-i	relax-LV-AOR-IMP.2SG	relax! (SG)	հանգստացի		NK_05_01_21_076	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_076_hɒŋɡəst-ɒ-t͡sʰ-i
hɒŋɡəst-ɒ-t͡sʰɻ-u	relax-LV-CAUS-IMP.2SG	calm him down!	հանգստացրու	weird echo	NK_05_01_21_078	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_078_hɒŋɡəst-ɒ-t͡sʰɻ-u
hɒŋɡəst-ɒ-t͡sʰɻ-u iɻɒn	relax-LV-CAUS-IMP.2SG he.DAT	calm him down! (SG)	հանգստացրու իրան		NK_05_01_21_077	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_077_hɒŋɡəst-ɒ-t͡sʰɻ-u iɻɒn
hɒt͡sʰ	bread	bread	հաց		NK_10_26_21_050	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_050_hɒt͡sʰ
hɒt͡sʰ-i ɡujn-ə	bread-GEN color-DEF	the bread's color	հացի գոյնը		NK_10_26_21_048	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_048_hɒt͡sʰ-i ɡujn-ə
hɒt͡sʰ-i ɡujn-ə	bread-GEN color-DEF	the bread's color	հացի գոյնը		NK_10_26_21_049	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_049_hɒt͡sʰ-i ɡujn-ə
hɒvɒt-ɒ-l	believe-TH-INF	to believe	հաւատալ	halted	NK_03_23_21_056	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_056_hɒvɒt-ɒ-l
hɒvɒt-ɒ-t͡sʰ-i-m	believe-TH-AOR-PST-1SG	I believed	հաւատացին	Q intonation	NK_03_23_21_057	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_057_hɒvɒt-ɒ-t͡sʰ-i-m
hɒvɒt-um e-m	believe-IMPF.CVB is-1SG	I believe	հաւատում եմ	halted	NK_03_23_21_058	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_058_hɒvɒt-um e-m
heru	far	far	հեռու		NK_03_23_21_059	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_059_heru
heru	far	far	հեռու		NK_03_23_21_060	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_060_heru
heru	far	far	հեռու		NK_03_23_21_061	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_061_heru
hokʰi	soul	soul	հոգի		NK_10_26_21_051	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_051_hokʰi
hokʰi	soul	soul	հոգի		NK_10_26_21_052	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_052_hokʰi
hokʰi	soul	soul	հոգի		NK_10_26_21_053	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_053_hokʰi
hujs	hope	hope	հոյս		NK_05_01_21_079	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_079_hujs
hujs	hope	hope	յոյս		NK_10_26_21_054	Zoom	October 26 2021	NK_10_26_21	NK	NK_10_26_21_054_hujs
im het	I.GEN with	with me	իմ հետ		NK_12_16_21_070	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_070_im het
im senjɒk-ə	I.GEN room-DEF	my room	իմ սենեակը		NK_12_16_21_071	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_071_im senjɒk-ə
im senjɒk-əs	I.GEN room-POSS.1SG	my room	իմ սենեակս		NK_12_16_21_072	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_072_im senjɒk-əs
im-ɒ-n-ɒ-l	know-LV-INCH-IH-INF	to know	իմանալ		NK_05_01_21_080	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_080_im-ɒ-n-ɒ-l
ind͡z	I.DAT	I.DAT	ինձ		NK_12_16_21_077	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_077_ind͡z
ind͡z kə-χəpʰ-e-s	I.DAT COND-hit-TH-2SG	You shall hit me	ինձ կը խփես		NK_02_15_22_016	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_016_ind͡z kə-χəpʰ-e-s
ind͡z kə-χəpʰ-e-s	I.DAT COND-hit-TH-2SG	You shall hit me	ինձ կը խփես		NK_02_15_22_017	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_017_ind͡z kə-χəpʰ-e-s
ind͡z mi uɻɒχ-ɒ-t͡sʰɻ-ekʰ	I.DAT PROH happy-LV-CAUS-IMP.2PL	don't make.PL me happy!	ինձ մի ուրախացրէք		NK_03_23_21_062	Zoom	March 23 2021	NK_03_23_21	NK	NK_03_23_21_062_ind͡z mi uɻɒχ-ɒ-t͡sʰɻ-ekʰ
ind͡z-ən-it͡sʰ	me-NX-ABL	from me	ինձնից		NK_12_16_21_073	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_073_ind͡z-ən-it͡sʰ
ind͡z-ən-it͡sʰ	me-NX-ABL	from me	ինձնից		NK_12_16_21_074	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_074_ind͡z-ən-it͡sʰ
ind͡z-ən-it͡sʰ	me-NX-ABL	from me	ինձնից		NK_12_16_21_075	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_075_ind͡z-ən-it͡sʰ
ind͡z-ən-it͡sʰ	me-NX-ABL	from me	ինձնից		NK_12_16_21_076	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_076_ind͡z-ən-it͡sʰ
int͡ʃʰ ɒ kɒput	what is blue	what is blue?	ի՞նչ ա կապուտ		NK_02_15_22_018	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_018_int͡ʃʰ ɒ kɒput
int͡ʃʰ e-s jeɻkʰ-e	what is-2SG sing-PERF.CVB	what did you.SG sing?	ի՞նչ ես երգե		NK_03_09_21_046	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_046_int͡ʃʰ e-s jeɻkʰ-e
int͡ʃʰ e-s jeɻkʰ-e	what is-2SG sing-PERF.CVB	what have you.SG sung	ի՞նչ ես երգե		NK_03_09_21_047	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_047_int͡ʃʰ e-s jeɻkʰ-e
int͡ʃʰ e-s uz-um	what is-2SG want-IMPF.CVB	what do you want?	ի՞նչ ես ուզում		NK_02_15_22_019	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_019_int͡ʃʰ e-s uz-um
int͡ʃʰ-eɻ e-s jeɻkʰ-e	what-PL is-2SG sing-PERF.CVB	what things have you sung	ինչեր ես երգե	list intonation	NK_03_09_21_048	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_048_int͡ʃʰ-eɻ e-s jeɻkʰ-e
int͡ʃʰ-eɻ e-s jeɻkʰ-e	what-PL is-2SG sing-PERF.CVB	what things have you sung	ինչեր ես երգե		NK_03_09_21_049	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_049_int͡ʃʰ-eɻ e-s jeɻkʰ-e
int͡ʃʰ-i e-s t-ɒ-l-i ɡiɻkʰ-ə	what-DAT is-2SG give-TH-INF-IMPF.CVB book-DEF	to what do you give the book?	ինչի՞ ես տալի գիրքը		NK_02_15_22_020	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_020_int͡ʃʰ-i e-s t-ɒ-l-i ɡiɻkʰ-ə
int͡ʃʰ-i ɡujn-ə	what-GEN color-DEF	what's color?	ինչի՞ գոյնը		NK_02_15_22_021	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_021_int͡ʃʰ-i ɡujn-ə
int͡ʃʰ-i-n	what-DAT-DEF	to what?	ինչի՞ն		NK_02_15_22_024	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_024_int͡ʃʰ-i-n
int͡ʃʰ-i-n e-s t-ɒ-l-i ɡiɻkʰ-ə	who-DAT-GEN is-2SG give-TH-INF-IMPF.CVB book-DEF	to what do you give the book?	ինչի՞ն ես տալի գիրքը		NK_02_15_22_022	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_022_int͡ʃʰ-i-n e-s t-ɒ-l-i ɡiɻkʰ-ə
int͡ʃʰ-i-n e-s t-ɒ-l-i ɡiɻkʰ-ə	what-DAT-DEF is-2SG give-TH-INF-IMPF.CVB book-DEF	to what do you give the book?	ինչի՞ն ես տալի գիրքը		NK_02_15_22_023	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_023_int͡ʃʰ-i-n e-s t-ɒ-l-i ɡiɻkʰ-ə
int͡ʃʰ-it͡sʰ	what-ABL	from what	ինչից		NK_02_15_22_025	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_025_int͡ʃʰ-it͡sʰ
int͡ʃʰ-ov	what-INS	with what	ինչով		NK_02_15_22_026	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_026_int͡ʃʰ-ov
int͡ʃʰ-um	what-LOC	in what	ինչում		NK_02_15_22_027	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_027_int͡ʃʰ-um
int͡ʃʰpesi mɒɻtʰ ɒ	what.kind man is	what kind of man is he?	ինչպէսի մա՞րդ ա		NK_02_15_22_028	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_028_int͡ʃʰpesi mɒɻtʰ ɒ
int͡ʃʰu	why	why	ինչու		NK_02_15_22_029	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_029_int͡ʃʰu
iŋk-ə <oɹ> nɒ es jeɻkʰ-ən ɒ jeɻkʰ-e	he-DEF/he this song-DEF is sing-PERF.CVB	this song, he has sung	ինքը/նա էս երգն ա երգե	choppy	NK_03_09_21_050	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_050_iŋk-ə <oɹ> nɒ es jeɻkʰ-ən ɒ jeɻkʰ-e
iŋkʰ-ə	he-DEF	he	ինքը		NK_05_01_21_081	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_081_iŋkʰ-ə
iŋkʰ-ə	he-DEF	he	ինքը		NK_05_01_21_082	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_082_iŋkʰ-ə
iŋkʰ-ə	he-DEF	he	ինքը		NK_05_01_21_083	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_083_iŋkʰ-ə
iŋkʰ-ə kɒɻtʰ-um ɒ	he-DEF read-IMPF.CVB is	he reads	ինքը կարդում ա		NK_03_09_21_051	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_051_iŋkʰ-ə kɒɻtʰ-um ɒ
iŋkʰ-ə mɒkʰuɻ ɒ	he-DEF clean is	He is clean	Ինքը մաքուր ա		NK_12_16_21_078	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_078_iŋkʰ-ə mɒkʰuɻ ɒ
iŋkʰ-ə uɻɒχ el ɒ	he-DEF happy also is	he is also happy	ինքը ուրախ էլ ա		NK_12_16_21_079	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_079_iŋkʰ-ə uɻɒχ el ɒ
iŋkʰ-ə uɻɒχ el ɒ	he-DEF happy also is	he is also happy	ինքը ուրախ էլ ա		NK_12_16_21_080	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_080_iŋkʰ-ə uɻɒχ el ɒ
iŋkʰ-ə χos-ɒ-t͡sʰ	he-DEF speak-TH-AOR	he spoke	ինքը խօսաց		NK_03_09_21_052	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_052_iŋkʰ-ə χos-ɒ-t͡sʰ
iɻɒ het	he.GEN with	with him	իրա հետ		NK_12_16_21_081	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_081_iɻɒ het
iɻɒ pɒɻtkʰ-eɻ-ə	he.GEN debt-PL-DEF	his debts	իրա պարտքերը		NK_02_15_22_030	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_030_iɻɒ pɒɻtkʰ-eɻ-ə
iɻɒ senjɒk-ə	he.GEN room-DEF	his room	իրա սենեակը		NK_12_16_21_082	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_082_iɻɒ senjɒk-ə
iɻɒ senjɒk-ə	he.GEN room-DEF	his room	իրա սենեակը		NK_12_16_21_083	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_083_iɻɒ senjɒk-ə
iɻɒn	he.DAT	him.DAT	իրան		NK_12_16_21_085	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_085_iɻɒn
iɻɒn tes-ɒ-m	he.DAT see-PST-1SG	I saw him	իրան տեսամ		NK_02_15_22_031	Audacity	April 15 2022	NK_02_15_22	NK	NK_02_15_22_031_iɻɒn tes-ɒ-m
iɻɒn-it͡sʰ	he-ABL	from him	իրանից		NK_12_16_21_084	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_084_iɻɒn-it͡sʰ
iɻɒnt͡sʰ	they.GEN	their	իրանց		NK_05_01_21_085	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_085_iɻɒnt͡sʰ
iɻɒnt͡sʰ	they.GEN	their	իրանց		NK_05_01_21_086	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_086_iɻɒnt͡sʰ
iɻɒnt͡sʰ ɡiɻkʰ-ə	they.GEN book-DEF	their book	իրանց գիրքը		NK_05_01_21_084	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_084_iɻɒnt͡sʰ ɡiɻkʰ-ə
iɻɒnt͡sʰ het	they.GEN with	with them	իրանց հետ		NK_12_16_21_086	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_086_iɻɒnt͡sʰ het
iɻɒnt͡sʰ senjɒk-ə	they.GEN room-DEF	thier room	իրանց սենեակը		NK_12_16_21_087	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_087_iɻɒnt͡sʰ senjɒk-ə
iɻɒnt͡sʰ-it͡sʰ	they-ABL	from them	իրանցից		NK_12_16_21_088	Audacity	Dec 16 2021	NK_12_16_21	NK	NK_12_16_21_088_iɻɒnt͡sʰ-it͡sʰ
iɻɒŋkʰ	they	they	իրանք		NK_03_09_21_062	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_062_iɻɒŋkʰ
iɻɒŋkʰ	they	they	իրանք		NK_05_01_21_087	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_087_iɻɒŋkʰ
iɻɒŋkʰ	they	they	իրանք		NK_05_01_21_088	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_088_iɻɒŋkʰ
iɻɒŋkʰ	they	they	իրանք		NK_05_01_21_089	Audacity	May 01 2021	NK_05_01_21	NK	NK_05_01_21_089_iɻɒŋkʰ
iɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-e	they this song-DEF is-3PL sing-PERF.CVB	this song they have sung	իրանք էս երգն են երգե		NK_03_09_21_053	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_053_iɻɒŋkʰ es jeɻkʰ-ən e-n jeɻkʰ-e
iɻɒŋkʰ jeɻkʰ e-n jeɻkʰ-eh	they song is-3PL sing-PERF.CVB	they have sung a song	իրանք երգ են երգե		NK_03_09_21_054	Zoom	March 9 2021	NK_03_09_21	NK	NK_03_09_21_054_iɻɒŋkʰ jeɻkʰ e-n jeɻkʰ-eh
